ResponseId,demo_part2_religion,demo_part2_free,demo_religserv-PEW,demo_religimp-PEW,demo_part3_pray-PEW,religion_cat,religion_denom
R_7VXphXadvtmJKBX,"Some other kind of Christianity (Please describe below.),Spiritual but not religious",It has never been of paramount importance to me.,Never,Not too important,A few times a week,More than one religion/spirituality,More than one religion/spirituality
R_O8BfIo2fY2M01C9,Spiritual but not religious,NA,Never,Not at all important,A few times a week,Spiritual but not religious,New Age / Spiritual
R_2zq13tDE7POCmBh,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_25uvXq73GqEQDXo,Protestant,NA,Never,Not at all important,Never,Protestant,Christian
R_3JmHDQrGLVtruRb,"Catholic,Buddhist,Agnostic,Something else (Please describe below.)","I was raised Catholic and still celebrate those holiday and some traditions but its more from nostalgia than spirituality. I like exploring ideas is Buddhism, Agnosticism and Naturalistic Paganism but I don’t consider myself as subscribing to any one affiliation or faith at the moment.",Seldom,Not too important,Seldom,More than one religion/spirituality,More than one religion/spirituality
R_3iOb51STdU2ZrSu,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_PMd6hcw1BAxssaR,Catholic,Raised Catholic..not religious now...mostly spirtual,Never,Not at all important,Once a day,Catholic,Christian
R_2QDNRSYPw95L4as,"Christian, no specific denomination",NA,Once a week,Very important,Several times a day,"Christian, no specific denomination",Christian
R_2DN7xx18nERrNal,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_3FUO0G77xkwRz7r,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_qXeghpnQOPbByX7,"Evangelical or ""born again"",Christian, no specific denomination",none,Once a week,Very important,Several times a day,"Evangelical or ""born again""",Christian
R_DMPaQFr5d7IQFIR,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_27JwnIWYl3rto0i,Catholic,NA,Once a week,Very important,Several times a day,Catholic,Christian
R_R4CJA9XuwFjouA1,Protestant,NA,Never,Not at all important,Never,Protestant,Christian
R_ClG8ZeSZ6Hntj0d,Catholic,NA,Seldom,Not too important,Seldom,Catholic,Christian
R_3iU551BGptxfjGo,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_2YPvNH5wb24y2OB,Atheist,NA,Seldom,Not at all important,Never,Atheist,Non-religious
R_1MSrhWmqnPMovGt,Agnostic,"I am a member of Alcoholics Anonymous, so I have a higher power, but I don't know exactly who/what that is.",Seldom,Not at all important,A few times a week,Agnostic,Non-religious
R_1GWhV544UJTwAss,"Christian, no specific denomination,Nothing in particular",NA,Seldom,Somewhat important,A few times a week,More than one religion/spirituality,More than one religion/spirituality
R_1LvQtCtFeHCDiJJ,Protestant,NA,Seldom,Very important,Once a day,Protestant,Christian
R_117rGURAHC1XmFV,"Agnostic,Nothing in particular",My mom and grandma are both very strict Catholics. I grew up Catholic but I never resonated with it. As soon as I was an adult I stopped going to church. I don't necessarily believe in a god as a person...it's more like the universe and karma. Be a good human.,Never,Not at all important,Seldom,More than one non-religious identity,Non-religious
R_3CZxDicbaLp6zN7,Buddhist,NA,Seldom,Not too important,Seldom,Buddhist,Other World Religion
R_2aCDoGshw3c4v1A,"Orthodox Christian (for example, Greek Orthodox, Russian Orthodox)",I'm mostly a deist,Seldom,Not too important,A few times a week,"Orthodox Christian (for example, Greek Orthodox, Russian Orthodox)",Christian
R_1BYgyR3llJmrPqg,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_1P1uPQLMv1SE77x,Agnostic,NA,Seldom,Not too important,Seldom,Agnostic,Non-religious
R_3MR3VlM5CqZ8S2j,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_11Z3RrbEAYo1OW4,Atheist,NA,Never,Not too important,Seldom,Atheist,Non-religious
R_3kEVYWLBJrDx1ZS,"Agnostic,Atheist",NA,Never,Not at all important,Never,More than one non-religious identity,Non-religious
R_3exYlCaHs7xoRn6,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_065FjtNAmGjxW4V,Nothing in particular,NA,Never,Somewhat important,Seldom,Nothing in particular,Non-religious
R_3LcLNzaRGLtbmbC,Catholic,NA,Once or twice a month,Somewhat important,A few times a month,Catholic,Christian
R_3oGSBw4FI2W3T2r,"Christian, no specific denomination",NA,Seldom,Somewhat important,Once a day,"Christian, no specific denomination",Christian
R_3I3FsGRFyxi5X97,NA,NA,Never,Not too important,Never,NA,Other
R_qUBy98eH77J6k93,Catholic,NA,Once or twice a month,Somewhat important,A few times a month,Catholic,Christian
R_2VQFyOyoYa34Y0o,"Christian, no specific denomination","No, nothing.",Never,Somewhat important,A few times a week,"Christian, no specific denomination",Christian
R_2y1IZm0oEXFMxSc,NA,NA,NA,NA,NA,NA,Other
R_27HDsiYWG7mxJRR,"Agnostic,Atheist",NA,Never,Not at all important,Seldom,More than one non-religious identity,Non-religious
R_50CJGlf1V46Vtlv,Nothing in particular,NA,Seldom,Somewhat important,Never,Nothing in particular,Non-religious
R_2WuLISekXA9wSTF,Spiritual but not religious,NA,Never,Not at all important,Seldom,Spiritual but not religious,New Age / Spiritual
R_22FwRsnKKIKIjwH,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_cMuTXIgjAXQXzih,Protestant,NA,Once a week,Very important,Several times a day,Protestant,Christian
R_1FFy8xPlrHIKfkV,Spiritual but not religious,NA,Never,Not at all important,Several times a day,Spiritual but not religious,New Age / Spiritual
R_2CfTMWxlrnenOTd,Catholic,NA,Once or twice a month,Very important,Once a day,Catholic,Christian
R_27qUNYFXUwZFZ2T,Agnostic,"Yea if there's a God, I don't see why he would punish you for not believing in him, I think that would be egotistic.",Seldom,Not at all important,Never,Agnostic,Non-religious
R_bEPv8ZzZZRT4Ulr,"Evangelical or ""born again""",NA,Once a week,Very important,Several times a day,"Evangelical or ""born again""",Christian
R_1inw1R9QjoMMUOw,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_3ksKAdNIUdGYBhM,"Agnostic,Nothing in particular",NA,Never,Not at all important,Never,More than one non-religious identity,Non-religious
R_1ImWtSfnzQcDjQ7,Spiritual but not religious,NA,Never,Not at all important,Never,Spiritual but not religious,New Age / Spiritual
R_e5oHF6aL46GKayJ,Catholic,I have grown away from the church after being treated poorly when my mom died by the church but still carry my beliefs,Seldom,Not too important,A few times a week,Catholic,Christian
R_51lVeUtyIKxxtMB,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_2Yao59ILmakZ7Hp,Protestant,NA,Seldom,Very important,Several times a day,Protestant,Christian
R_2CkxkSS7Lve9f0o,"Christian, no specific denomination",NA,Seldom,Somewhat important,A few times a month,"Christian, no specific denomination",Christian
R_3KDTWfW9BVlAxw6,Catholic,NA,Seldom,Not at all important,Seldom,Catholic,Christian
R_3lW6Q0bc52M6dVv,"Evangelical or ""born again""",NA,More than once a week,Very important,A few times a month,"Evangelical or ""born again""",Christian
R_1eOHuyJJpHeWedj,Spiritual but not religious,I don't really know what I am.  I thank God for the beauty and the good that happens and blame myself when the opposite happens.,Seldom,Not too important,A few times a week,Spiritual but not religious,New Age / Spiritual
R_2v0RWa076CkvyTA,"Agnostic,Atheist",There may be a god,Never,Not at all important,Seldom,More than one non-religious identity,Non-religious
R_u4yyRnGdXTwkJoZ,Atheist,I think religion is a way to control people. Plain and simple!,Never,Not at all important,Never,Atheist,Non-religious
R_3nHOPE1C9LMqkts,Nothing in particular,NA,Never,Not at all important,Never,Nothing in particular,Non-religious
R_20Z0Fg21IoB2PRQ,"Some other kind of Christianity (Please describe below.),Nothing in particular",NA,Seldom,Not at all important,Never,More than one religion/spirituality,More than one religion/spirituality
R_1It6xCIJ6GNyAMP,"Agnostic,Something else (Please describe below.)",No,Seldom,Not at all important,Seldom,More than one religion/spirituality,More than one religion/spirituality
R_299Wf6Vmv2c4DNS,"Christian, no specific denomination",NA,Seldom,Very important,Several times a day,"Christian, no specific denomination",Christian
R_Azf6xfP4WksK5O1,Agnostic,none!,Seldom,Not at all important,Seldom,Agnostic,Non-religious
R_Xh3XgMq0zpYA9cR,Protestant,no,Once a week,Very important,Several times a day,Protestant,Christian
R_2lCPCzv2Ikv8CvT,Catholic,NA,A few times a year,Somewhat important,A few times a month,Catholic,Christian
R_12LS6PxKcakALgi,"Agnostic,Nothing in particular",NA,Never,Not at all important,Never,More than one non-religious identity,Non-religious
R_uri0hQi2VJKC4JX,Catholic,no,Never,Not at all important,Several times a day,Catholic,Christian
R_ronAnL2JzhkbEo9,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_31AVrz1qGAgKXAw,"Christian, no specific denomination",NA,Once a week,Very important,Several times a day,"Christian, no specific denomination",Christian
R_3hDtYdMRvsQLItD,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_vkvMckmVYO4xcMV,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_WCKi8BpBXe9cb6N,"Spiritual but not religious,Agnostic,Atheist",NA,Never,Not at all important,Never,"Evangelical or ""born again""",Christian
R_2dp6b0kqDafkwM1,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_296vyxNafANLXwY,Agnostic,no,Never,Not at all important,Never,Agnostic,Non-religious
R_1jZGi6WS2jgBJ5U,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_cCvPxoixzQpY2Jz,Spiritual but not religious,NA,Seldom,Somewhat important,A few times a month,Spiritual but not religious,New Age / Spiritual
R_2OVHOYXsGwi6bZ3,"Evangelical or ""born again"",Christian, no specific denomination",NA,Never,Very important,Several times a day,"Evangelical or ""born again""",Christian
R_w4VytXEWSovT7I5,"Evangelical or ""born again""",NA,Never,Very important,A few times a month,"Evangelical or ""born again""",Christian
R_022nuxEBZzdtAYx,Protestant,NA,More than once a week,Very important,Several times a day,Protestant,Christian
R_a99hcqVJZsAX03v,Agnostic,NA,Never,Not at all important,Seldom,Agnostic,Non-religious
R_RKrbiIo6eyiUmY1,Buddhist,Zen meditation,Once or twice a month,Somewhat important,Never,Buddhist,Other World Religion
R_PGPrYPWIaBadoRP,Agnostic,"I believe there is more proof of a lack of God, but we are still ignorant of many things concerning the creation of the universe. Maybe our definition of God needs an update.",Never,Not at all important,Never,Agnostic,Non-religious
R_1eXdWq50xZOxycb,Catholic,NA,Seldom,Very important,Once a day,Catholic,Christian
R_tEW1CdK08ZBwkPD,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_12hbw4mW3ljuIMg,Protestant,NA,Seldom,Very important,Once a day,Protestant,Christian
R_29i8YkvVSEM73mj,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_UKp1lvL0xJcowyB,Atheist,Grew up Protestant in a religious home and denounced it in my teens.,Never,Not at all important,Never,Atheist,Non-religious
R_12bxSfac8L9SAIc,Something else (Please describe below.),e all have the right to have our own level of faith but we should never try to force our beliefs on others,Seldom,Not too important,Seldom,Something else (Please describe below.),Other
R_3n2CzpueW3AOKcu,Catholic,NA,A few times a year,Very important,A few times a month,Catholic,Christian
R_zeV7MqY44GE0mop,Agnostic,n/a,Never,Not at all important,Never,Agnostic,Non-religious
R_41SzCGmbjntGYYF,Jewish,NA,Never,Not at all important,A few times a week,Jewish,Other World Religion
R_2QMbtiCgP5gGMeu,"Christian, no specific denomination",NA,Seldom,Not too important,Seldom,"Christian, no specific denomination",Christian
R_3DpvNVRobMRFJdd,Spiritual but not religious,"I am anti-organized religion, and my spirituality is tied to nature and my own experiences in the world. I do believe in reincarnation/a spirit world/alternate realities and aspects of karma (I believe in karmic reincarnation instead of hell (example: mass murderer comes back as a baitfish - useful to promoting life in the food chain but constantly living in terror, so learning a spiritual lesson that can be used as a way to redeem yourself for the next life in a way that benefits others within that particular life in place of a ""punishment forever"" scheme). I do believe we get to connect with our loved ones again, maybe in a different way but we do get to see them again. Also, I do not need the specifics of a ""book""or ""teaching"" of any kind to feel secure and comfortable in my spirituality.",Never,Somewhat important,Never,Spiritual but not religious,New Age / Spiritual
R_3DjS444L75miPN9,"Member of the Church of Jesus Christ of Latter-day Saints (sometimes known as ""Mormon"")",NA,Once or twice a month,Somewhat important,A few times a month,"Member of the Church of Jesus Christ of Latter-day Saints (sometimes known as ""Mormon"")",Christian
R_zeDhEeLhprinNVD,Agnostic,"I do not believe in a ""god"" of any kind, but I do believe in the possibility of the supernatural, though I think most of it can be explained by science.",Never,Not at all important,Never,Agnostic,Non-religious
R_1FeMwXsAmzkThwb,"Pagan, Wiccan, or other New Age faiths",NA,A few times a year,Not too important,Seldom,"Pagan, Wiccan, or other New Age faiths",New Age / Spiritual
R_10C6NV8FIH8Bx4e,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_1gHg7ZOPlVfWNKf,Catholic,NA,A few times a year,Very important,A few times a month,Catholic,Christian
R_1qdCakWaoEK09Mb,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_0xFn1DKKK5URtOV,Agnostic,NA,Once or twice a month,Very important,A few times a month,Agnostic,Non-religious
R_3nvpsuIerINL0Uu,Jewish,NA,Seldom,Not too important,Seldom,Jewish,Other World Religion
R_5Bdzr7CQHmHUBoJ,"Evangelical or ""born again""",NA,Once a week,Very important,Several times a day,"Evangelical or ""born again""",Christian
R_1i414Oq82SGE4hL,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_2PoNEKH7oubg0yo,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_1C1IIrZ2CUFBaXz,Protestant,NA,Once a week,Somewhat important,A few times a week,Protestant,Christian
R_25NEI3tNThMepWQ,"Christian, no specific denomination",None,Seldom,Somewhat important,A few times a week,"Christian, no specific denomination",Christian
R_2X0BZLgGLjPQkyq,"Pagan, Wiccan, or other New Age faiths,Spiritual but not religious",NA,Seldom,Not at all important,Several times a day,More than one religion/spirituality,More than one religion/spirituality
R_10C5C9qKgsIrKn5,Catholic,I'm not really religious. I believe in god in the sense he created a place for our spirits to go after (heaven) but I don't believe in any spirituality on earth.,Seldom,Not too important,Seldom,Catholic,Christian
R_2xSkzEFDwtQHwGq,Catholic,NA,Once a week,Very important,Once a day,Catholic,Christian
R_DvOfMU58hSm8S8p,"Orthodox Christian (for example, Greek Orthodox, Russian Orthodox)",NA,Seldom,Somewhat important,Seldom,"Orthodox Christian (for example, Greek Orthodox, Russian Orthodox)",Christian
R_1OrTNbXn2cuUYoK,Agnostic,no,Never,Not at all important,Several times a day,Agnostic,Non-religious
R_1IGcOR21Tt3Xeej,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_1QzOIzraC2D6ZzR,"Spiritual but not religious,Agnostic,Nothing in particular,Something else (Please describe below.)",NA,Seldom,Not too important,Never,More than one religion/spirituality,More than one religion/spirituality
R_2qpyEQpmdL8Md7D,Protestant,NA,Once a week,Not too important,Never,Protestant,Christian
R_3nphPgMPKoiIHDA,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_1jNCW3RMMr0kD22,Jewish,NA,Never,Not at all important,Never,Jewish,Other World Religion
R_22X7qs0cbC6LBkJ,Buddhist,"Faith, brings comfort.",Never,Not too important,Seldom,Buddhist,Other World Religion
R_2xAik854o3YEVcT,Protestant,NA,Seldom,Somewhat important,Once a day,Protestant,Christian
R_3fdVdPljKk2QBLZ,Catholic,NA,Never,Not too important,Never,Catholic,Christian
R_3n96gYyjOb7clWH,"Christian, no specific denomination",NA,Never,Not at all important,Several times a day,"Christian, no specific denomination",Christian
R_296pnnzzEpcgZZz,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_1Ho52AhSlm2WZ5F,"Protestant,Evangelical or ""born again""",NA,Once a week,Very important,Several times a day,"Evangelical or ""born again""",Christian
R_2vknlhzyChByDPx,Catholic,NA,A few times a year,Very important,A few times a week,Catholic,Christian
R_r2udoI9LvmPhuoh,Some other kind of Christianity (Please describe below.),NA,Seldom,Somewhat important,A few times a month,Some other kind of Christianity (Please describe below.),Christian
R_BKE03eVUBQ5Zr7X,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_scGVy4FrPEvhl6h,Protestant,NA,Seldom,Somewhat important,A few times a week,Protestant,Christian
R_3BMEZIt0BSk0sKJ,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_2B4KaaOxEtvXs5G,Agnostic,NA,Never,Somewhat important,Seldom,Agnostic,Non-religious
R_3kBYTNbcFxU1ZBR,"Evangelical or ""born again"",Christian, no specific denomination",NA,More than once a week,Very important,Several times a day,"Evangelical or ""born again""",Christian
R_27juQ1QC7GgVXv5,"Christian, no specific denomination",NA,A few times a year,Not too important,Seldom,"Christian, no specific denomination",Christian
R_Dl2SSv2IytjX8lj,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_30qt2mDz6zuVzIm,"Agnostic,Atheist",NA,Never,Not at all important,Never,More than one non-religious identity,Non-religious
R_3LXR0IAWPjq9n9X,Spiritual but not religious,NA,Never,Not at all important,A few times a week,Spiritual but not religious,New Age / Spiritual
R_z1rqx1lesoiDrpv,Catholic,NA,A few times a year,Not too important,Never,Catholic,Christian
R_1ff1T6FaITRIpZq,Agnostic,NA,Seldom,Not too important,Never,Agnostic,Non-religious
R_1IFRXb8dL4MazYa,"Christian, no specific denomination",NA,Never,Somewhat important,A few times a month,"Christian, no specific denomination",Christian
R_xGgl3hWCk1f7ve9,Agnostic,N/A,Never,Not at all important,Never,Agnostic,Non-religious
R_2tbrbZPozueggfz,Protestant,NA,A few times a year,Not too important,A few times a month,Protestant,Christian
R_3IYPI8D6eI6zEDr,"Orthodox Christian (for example, Greek Orthodox, Russian Orthodox)",NA,Once a week,Very important,Several times a day,"Orthodox Christian (for example, Greek Orthodox, Russian Orthodox)",Christian
R_12kUqRiMlRO0XsP,"Member of the Church of Jesus Christ of Latter-day Saints (sometimes known as ""Mormon""),Christian, no specific denomination",NA,Never,Very important,A few times a week,More than one Christian identity,Christian
R_1pQXk5g4TTwx2cF,Catholic,NA,Once a week,Very important,A few times a week,Catholic,Christian
R_Z4S4fJVc8UMe1AR,"Christian, no specific denomination","Some questions had rather not answer, instead of the option to check ""maybe"" which is what the answer would have been, if that option existed.",Never,Very important,Once a day,"Christian, no specific denomination",Christian
R_XpkllwHUPH77qal,Catholic,"I am Catholic but I have lost faith in the church after all of the abuse by Catholic priest's. My husband and I say we are Catholic Light, or Christian. I do love Pope Francis, but I have a hard time forgiving my faith for it's blatant abuse of children.",A few times a year,Somewhat important,A few times a week,Catholic,Christian
R_1fd3icWDo4KVZp9,Catholic,NA,Seldom,Somewhat important,A few times a month,Catholic,Christian
R_UYp85V4w7fF1I1H,Spiritual but not religious,NA,Never,Not at all important,Never,Spiritual but not religious,New Age / Spiritual
R_OczBuNu9Ob2x1jH,Atheist,Atheist with interest in quantum physics.,Never,Not at all important,Never,Atheist,Non-religious
R_3n8IoQZ6orfuuE0,"Evangelical or ""born again""",NA,More than once a week,Very important,Several times a day,"Evangelical or ""born again""",Christian
R_2P5MIebB3nitPJY,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_3qpM02fetEFfZjs,Atheist,Jesus is not real.,Never,Not at all important,Never,Atheist,Non-religious
R_2xRiIzBgMkn1Qpa,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_2qmJFCe5BS0FtfY,Something else (Please describe below.),nah i'm not terrible religious now but it's just so sad to think there is no point all to all this,Seldom,Somewhat important,Several times a day,Something else (Please describe below.),Other
R_2YAk5YdKeobeJW6,"Christian, no specific denomination",NA,Never,Very important,Several times a day,"Christian, no specific denomination",Christian
R_a3jVnEMceTJsVxf,Catholic,NA,Once or twice a month,Somewhat important,Once a week,Catholic,Christian
R_3Ray76YsseKPDfz,Agnostic,"raised roman catholic, consider myself agnostic now",A few times a year,Not too important,Seldom,Agnostic,Non-religious
R_3knpXHMAkpOirat,Catholic,"I was raised haphazardly as a Catholic, went through phases of being unaffilaited, Episcopal, and back to Catholic over the years.",Seldom,Somewhat important,A few times a month,Catholic,Christian
R_yBVjd7INYYIiRuV,"Protestant,Spiritual but not religious",I was brought up protestant but mostly spiritual now,Never,Not too important,Seldom,More than one religion/spirituality,More than one religion/spirituality
R_AcifPjZ5TXgsDN7,Catholic,NA,Once a week,Very important,Several times a day,Catholic,Christian
R_2S8nL299gbnmO6E,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_4NRVkZQZ1uJsayJ,Catholic,NA,Never,Not at all important,Never,Catholic,Christian
R_OeYNW41dslt3q25,"Protestant,Nothing in particular",No,Once a week,Very important,Once a day,More than one religion/spirituality,More than one religion/spirituality
R_6zZmNXJyRYgRJbb,Catholic,NA,Seldom,Not too important,Never,Catholic,Christian
R_A5V38JKFWTqAXsJ,"Catholic,Atheist",NA,Never,Not at all important,Never,More than one religion/spirituality,More than one religion/spirituality
R_24D9HQJwCRMZCI3,Catholic,NA,A few times a year,Somewhat important,A few times a month,Catholic,Christian
R_1d51LBz4qzS1hwa,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_AajNxD7kZlA5H8J,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_2QKHOJrZIFUJA3D,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_12GpSSpKU5SInDC,Catholic,No,A few times a year,Very important,Once a day,Catholic,Christian
R_2ar8irZAlNNgBbI,Catholic,NA,Seldom,Not too important,Never,Catholic,Christian
R_3m1xtQxgQ2RojDt,Catholic,NA,A few times a year,Not too important,Seldom,Catholic,Christian
R_2YScr5U3mLwZcrg,Catholic,I was raised Roman Catholic and I am not practicing my religion. I definitely still harbor some of the teachings but I do not believe that if I think something or pray about it some good fortune will be bestowed upon me. Prayers are great but to assume that a person is better than someone else and will be healed is silly to me. I'll take my chances with Science.,Never,Not too important,Seldom,Catholic,Christian
R_rrJ6WNUREPhiOgV,"Catholic,Christian, no specific denomination",No thank you,Once or twice a month,Very important,A few times a week,More than one Christian identity,Christian
R_1n1PrpeyWkjnXST,"Jewish,Some other world religion (Please describe below.)",NA,NA,NA,NA,More than one religion/spirituality,More than one religion/spirituality
R_OJOjBx4qJY9AC77,"Catholic,Agnostic",NA,Never,Not at all important,Never,More than one religion/spirituality,More than one religion/spirituality
R_2QEekSj7LMbYo7y,Protestant,NA,Seldom,Not at all important,Seldom,Protestant,Christian
R_WBVcygf8eQE0L17,"Catholic,Christian, no specific denomination",NA,More than once a week,Very important,Several times a day,More than one Christian identity,Christian
R_821vb9sauNZYCU9,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_27Wi9v9PYFhmlCt,Nothing in particular,NA,Seldom,Not too important,Once a day,Nothing in particular,Non-religious
R_3PFsKQRwA2rB794,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_2aEVaMnnxkvdyPd,Protestant,NA,Never,Not too important,Seldom,Protestant,Christian
R_3nGBgOtwu9YdHsV,"Spiritual but not religious,Agnostic,Nothing in particular",NA,A few times a year,Not too important,Seldom,"Evangelical or ""born again""",Christian
R_10OSo7waqOGD3cj,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_1nOvEdmGk60FNHC,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_YQU46sFW4zjXDVv,"Christian, no specific denomination",NA,Never,Somewhat important,Several times a day,"Christian, no specific denomination",Christian
R_3em1Mp78fV6BkqP,Member of a historically Black church,NA,Once a week,Somewhat important,Once a week,Member of a historically Black church,Christian
R_3rgEIK3TDlN2WoF,"Pagan, Wiccan, or other New Age faiths,Spiritual but not religious",NA,Never,Not at all important,Seldom,More than one religion/spirituality,More than one religion/spirituality
R_3qEjHRT5o64P4ed,Spiritual but not religious,"I am someone who firmly believes in science and demonstration/proof of theories whenever possible.  However, within the past 3 years, I have had a number of experiences that are not explainable by science, and I even talk down to myself in my own head sometimes about it.  Like, ""wow do I have an active imagination.""  But then another thing will happen that is not explainable by science.  My entire concept of reality has shifted within the past 3 years.  I'm pretty sure I'm still very sane though.",Never,Not too important,Never,Spiritual but not religious,New Age / Spiritual
R_ZeGTqxYBGnWBzGN,Spiritual but not religious,NA,Never,Not at all important,A few times a week,Spiritual but not religious,New Age / Spiritual
R_3GCIJRhegrqqlMy,Spiritual but not religious,NA,Seldom,Not at all important,Once a day,Spiritual but not religious,New Age / Spiritual
R_3Lhhi3OQBOuMbUU,Agnostic,NA,Seldom,Not at all important,Never,Agnostic,Non-religious
R_1rc2UkBvTYdwEBl,Protestant,NA,Once a week,Very important,Several times a day,Protestant,Christian
R_3dXO5SRpyJ5sMUY,Jewish,NA,Seldom,Somewhat important,A few times a month,Jewish,Other World Religion
R_3DtE973RS4WiKib,Agnostic,NA,Never,Not at all important,Never,Agnostic,Non-religious
R_1erAUJ9yUbhx7kQ,Protestant,None,Once a week,Somewhat important,A few times a week,Protestant,Christian
R_2QgFZnnp1oXqRdC,Protestant,NA,Once a week,Very important,Once a week,Protestant,Christian
R_Wj1YbnZKseWz4M9,Protestant,NA,Seldom,Very important,Once a day,Protestant,Christian
R_3sbOQ8iVNej1rL3,Agnostic,Religions seem to all be corrupted,Seldom,Not at all important,Never,Agnostic,Non-religious
R_2XnvV7u7Z6Qyxzu,Protestant,NA,A few times a year,Somewhat important,Once a day,Protestant,Christian
R_21HEUS5klG7XB1Z,"Orthodox Christian (for example, Greek Orthodox, Russian Orthodox)",NA,Never,Somewhat important,A few times a week,"Orthodox Christian (for example, Greek Orthodox, Russian Orthodox)",Christian
R_xyYH2ZVqkcBIaNb,Agnostic,NA,Never,Not too important,Never,Agnostic,Non-religious
R_1kHnNIT76swPQxX,Nothing in particular,NA,Never,Not too important,Never,Nothing in particular,Non-religious
R_2fwCIdvsIj0N8JS,Nothing in particular,NA,Never,Not at all important,Never,Nothing in particular,Non-religious
R_25KFfM3DzP0n8Rd,Spiritual but not religious,NA,Never,Not too important,Seldom,Spiritual but not religious,New Age / Spiritual
R_2Tq9IuTWCVZIGBV,Nothing in particular,NA,Never,Not at all important,Seldom,Nothing in particular,Non-religious
R_2RUR3pxHqsXFJnu,"Evangelical or ""born again""",NA,Seldom,Somewhat important,A few times a week,"Evangelical or ""born again""",Christian
R_siJEf03R5OycdgJ,Catholic,NA,Once or twice a month,Very important,A few times a month,Catholic,Christian
R_5zrmf0bOB6IE69X,Jewish,NA,Seldom,Not too important,Seldom,Jewish,Other World Religion
R_2UcmBjbQ1f7zY4M,Some other world religion (Please describe below.),"For me being an Unitarian is sort of a cultural affiliation. I view Unitarianism as a non-Christian faith, although its origin was in non-trinity version of Christianity.  Beliefs with Unitarianism range from Wiccan to Christian to Humanist, with Jewish, Buddhist and other influences, but typically a belief in an undefined higher power.  Personally, I do not believe in god, but I see myself as a Humanist and experience a measure of spirituality through that lense.",Seldom,Somewhat important,Never,Some other world religion (Please describe below.),Other World Religion
R_1IA9JN5uwLVMQGw,Agnostic,NA,A few times a year,Not too important,Seldom,Agnostic,Non-religious
R_XZASGYaPTU7zS8x,Catholic,NA,Once a week,Very important,Once a day,Catholic,Christian
R_zSu0PmSCHUpUpr3,"Agnostic,Atheist",NA,Never,Not at all important,Never,More than one non-religious identity,Non-religious
R_3243weDp8kro06O,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_3gNkI9zJyvzuxzE,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_5AqZLd1uf3SCqY1,Protestant,NA,Once a week,Very important,Once a day,Protestant,Christian
R_2ZKZOEFq0FzhdC1,Atheist,NA,Never,Not at all important,Never,Atheist,Non-religious
R_1hScaBXZH7frgxH,Atheist,My parents were not religious. Both kids turned out the same.,Never,Not at all important,Never,Atheist,Non-religious
R_3oT1282t07v0EhL,"Evangelical or ""born again""",NA,Once a week,Very important,Several times a day,"Evangelical or ""born again""",Christian
