ResponseId,spev_score,demo_part1_gender,demo_part2_religion,demo_part2_free,demo_religserv-PEW,demo_religimp-PEW,demo_part3_pray-PEW,demo_godcommunicate,demo_part3_tongues,demo_spiritfilled,demo_part3_giftshs,demo_part3_free,sleep_11,religion_cat,religion_denom,sleep_11_std,ISQ_raw,ISQ_std,pray_freq_PEW,pray_freq_PEW_num,group
R_2Tq9IuTWCVZIGBV,0.31818181818181823,Woman,Nothing in particular,NA,Never,Not at all important,Seldom,NA,NA,NA,NA,NA,0,Nothing in particular,Non-religious,-0.518668697,0.4,-1.159790327,Seldom,2,All Participants
R_2TRAyokEkvjaLCq,0.8421052631578947,Woman,Protestant,NA,Seldom,Somewhat important,Several times a day,Yes,No,NA,NA,NA,1,Protestant,Christian,0.43070420230895456,0.8,-0.807700052,Several times a day,7,All Christian
R_2TS0aAd62pI2RDb,0.045454545454545456,Something else (Please feel free to say more below.),Agnostic,"I was raised Catholic, but I chose Agnosticism in my 20s.",Seldom,Not too important,Seldom,NA,NA,NA,NA,NA,2,Agnostic,Non-religious,1.3800771015453797,1.6,-0.1035195,Seldom,2,All Participants
R_2ts3ArLNDMJnGzJ,1.2272727272727273,Woman,Catholic,NA,A few times a year,Not too important,A few times a week,Yes,No,No,Yes,NA,0,Catholic,Christian,-0.518668697,1.6,-0.1035195,A few times a week,5,All Christian
R_2TsJSUk7BNMBsxj,0.75,Woman,"Hindu,Pagan, Wiccan, or other New Age faiths,Spiritual but not religious",NA,Seldom,Somewhat important,Once a week,NA,NA,NA,NA,NA,1,More than one religion/spirituality,More than one religion/spirituality,0.43070420230895456,1,-0.631654914,Once a week,4,All Participants
R_2TtkSa7VwO2wcul,0,Man,Atheist,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,-1,Atheist,Non-religious,-1.468041596,0.8,-0.807700052,Never,1,All Participants
R_2TuWixhcSL7QM0E,1.1904761904761905,Woman,Spiritual but not religious,NA,Never,NA,Several times a day,NA,NA,NA,NA,NA,2,Spiritual but not religious,New Age / Spiritual,1.3800771015453797,3,1.1287964650965612,Several times a day,7,All Participants
R_2tyg68uCWdNGen3,0.7619047619047619,Man,Something else (Please describe below.),Magick,More than once a week,Very important,Several times a day,NA,NA,NA,NA,NA,1,Something else (Please describe below.),Other,0.43070420230895456,1.6,-0.1035195,Several times a day,7,All Participants
R_2tzNoREk2Qt1Xtm,0.3809523809523809,Man,Agnostic,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,-2,Agnostic,Non-religious,-2.417414495,1.6,-0.1035195,Never,1,All Participants
R_2U0o5yj5TQD86rl,0.13636363636363638,Woman,"Some other kind of Christianity (Please describe below.),Buddhist",Consider myself Philosophical Theist,Never,Not too important,Seldom,NA,NA,NA,NA,NA,0,More than one religion/spirituality,More than one religion/spirituality,-0.518668697,1,-0.631654914,Seldom,2,All Participants
R_2UacNQjtDP4hgGT,0.368421053,Woman,"Christian, no specific denomination",No,Seldom,Somewhat important,Several times a day,NA,NA,NA,NA,"I am spiritual and believe in God, but I do not go to church much at all.",2,"Christian, no specific denomination",Christian,1.3800771015453797,0.6,-0.98374519,Several times a day,7,All Christian
R_2uBxhW2udXUyVeQ,0,Woman,Agnostic,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,0,Agnostic,Non-religious,-0.518668697,1.6,-0.1035195,Never,1,All Participants
R_2UcmBjbQ1f7zY4M,0,Man,Some other world religion (Please describe below.),"For me being an Unitarian is sort of a cultural affiliation. I view Unitarianism as a non-Christian faith, although its origin was in non-trinity version of Christianity.  Beliefs with Unitarianism range from Wiccan to Christian to Humanist, with Jewish, Buddhist and other influences, but typically a belief in an undefined higher power.  Personally, I do not believe in god, but I see myself as a Humanist and experience a measure of spirituality through that lense.",Seldom,Somewhat important,Never,NA,NA,NA,NA,NA,0,Some other world religion (Please describe below.),Other World Religion,-0.518668697,3.4,1.4808867408652855,Never,1,All Participants
R_2uDt3xoeVfoKRyu,0.2272727272727273,Woman,Nothing in particular,Grew up Mormon,Never,Not at all important,Never,NA,NA,NA,NA,NA,0,Nothing in particular,Non-religious,-0.518668697,2.6,0.7767061893278371,Never,1,All Participants
R_2UfNM5KJI1070Ix,1.6666666666666667,Man,Spiritual but not religious,NA,Seldom,Not at all important,A few times a week,NA,NA,NA,NA,I have no religion at all.,1,Spiritual but not religious,New Age / Spiritual,0.43070420230895456,2.4,0.6006610514434747,A few times a week,5,All Participants
R_2UgPWfG3I0lX3dq,0,Woman,Agnostic,NA,Never,Not at all important,Seldom,NA,NA,NA,NA,NA,0,Agnostic,Non-religious,-0.518668697,0.4,-1.159790327,Seldom,2,All Participants
R_2uHEneheXV9tWnm,0.7272727272727272,Man,Catholic,NA,Once or twice a month,Very important,Once a day,Yes,No,Yes,Yes,NA,-1,Catholic,Christian,-1.468041596,1.4,-0.279564638,Once a day,6,All Christian
R_2uIGwOg9hlG7RMT,0.047619048,Woman,"Spiritual but not religious,Agnostic",NA,Never,Not at all important,A few times a week,NA,NA,NA,NA,NA,0,"Evangelical or ""born again""",Christian,-0.518668697,0.2,-1.335835465,A few times a week,5,Evangelical Christian
R_2uQc3m0OszNnbGB,0.090909091,Something else (Please feel free to say more below.),"Agnostic,Atheist",NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,-2,More than one non-religious identity,Non-religious,-2.417414495,3.6,1.656931878749648,Never,1,All Participants
R_2uQcq5nAuFkGCos,0,Woman,Atheist,"I used to believe in Christianity. I was raised Pentecostal with the speaking in tongues and all that stuff. I've never had any religious real moving or supernatural experiences, but I would pretend for the sake of my ""soul"" I thought. A few years ago, my mother who is very religious to the point of being a fanatic said something crazy that inspired me to question whether Christianity (or the story of Jesus and all that) was real. I did some research which led me to Judaism and then started studying that as well only to find that both are just myth and a grand waste of my time and money. I don't believe in psychics or the supernatural at all, but in my life there was a cool coincidence that more former roommate contacted me to tell me she dreamt I was pregnant and later on I did get pregnant. Perhaps two months before I got pregnant my former roommate sort of warned me. I don't know.",Never,Not at all important,Never,NA,NA,NA,NA,"When I found out religion is all man made, I was bitter I had wasted my time and money on it. I will never make my kids sit through any church service and I wish I could somehow magically get back all the Sundays I lost as a kid to the nonsense my mom forced upon me. I have to keep my atheism a secret from a recent new friend/neighbor. I feel a bit saddened that so many black people believe in the nonsense that is Christianity. I feel saddened that seemingly a large part of America is wasting their time on the nonsense that is organized religion. We could be socially benevolent or kind to each other without a mascot or idol like Jesus. Oh well.",0,Atheist,Non-religious,-0.518668697,1.25,-0.411598491,Never,1,All Participants
R_2urdK4vefSJKyJj,0.22727272727272727,Man,"Christian, no specific denomination",NA,Seldom,Not too important,Seldom,Yes,Yes,Yes,Yes,NA,0,"Christian, no specific denomination",Christian,-0.518668697,1,-0.631654914,Seldom,2,All Christian
R_2UW2RZQ4TMZQpjk,0.8,Man,Catholic,NA,Seldom,Very important,Seldom,NA,NA,NA,NA,NA,1,Catholic,Christian,0.43070420230895456,1.2,-0.455609776,Seldom,2,All Christian
R_2uwb83BNWDqXeC0,0.090909091,Man,Catholic,none,A few times a year,Very important,A few times a week,No,No,Yes,Yes,none,0,Catholic,Christian,-0.518668697,1.6,-0.1035195,A few times a week,5,All Christian
R_2uwfFFKRTawP1tN,0,Man,Atheist,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,1,Atheist,Non-religious,0.43070420230895456,2,0.24857077567475053,Never,1,All Participants
R_2uX5WU5bVr7fDQn,0.3684210526315789,Man,Some other kind of Christianity (Please describe below.),NA,Seldom,Very important,Once a day,Yes,No,Yes,Yes,NA,0,Some other kind of Christianity (Please describe below.),Christian,-0.518668697,3.8,1.8329770166340096,Once a day,6,All Christian
R_2UY39WW7y4mAlYr,0.090909091,Man,Nothing in particular,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,0,Nothing in particular,Non-religious,-0.518668697,1,-0.631654914,Never,1,All Participants
R_2uyam9exZzqb7Fu,0,Man,Agnostic,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,1,Agnostic,Non-religious,0.43070420230895456,1.2,-0.455609776,Never,1,All Participants
R_2v0RWa076CkvyTA,0.9411764705882353,Man,"Agnostic,Atheist",There may be a god,Never,Not at all important,Seldom,NA,NA,NA,NA,NA,-2,More than one non-religious identity,Non-religious,-2.417414495,4,2.009022154518372,Seldom,2,All Participants
R_2V1qk6IgAQjQ3CB,0.36363636363636365,Woman,Agnostic,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,-1,Agnostic,Non-religious,-1.468041596,2.4,0.6006610514434747,Never,1,All Participants
R_2v2mpRnmyVbRmGm,1.2941176470588236,Woman,"Evangelical or ""born again""",NA,A few times a year,Very important,A few times a week,Yes,Yes,Yes,Yes,NA,0,"Evangelical or ""born again""",Christian,-0.518668697,1.4,-0.279564638,A few times a week,5,Evangelical Christian
R_2V7wVmsbWk92IPp,0.3,Man,Something else (Please describe below.),NA,Never,Not too important,A few times a week,NA,NA,NA,NA,"I don't consider it ""praying."" I don't set aside time/space to specifically ""pray."" I'll often find myself drawn to a feeling I want to be with and actually ""feel."" This is my personal sense of the word ""prayer""",1,Something else (Please describe below.),Other,0.43070420230895456,0.8,-0.807700052,A few times a week,5,All Participants
R_2v8oD9c1UqTi9Nh,0,Man,Protestant,NA,Never,Not at all important,Never,No,No,No,No,NA,2,Protestant,Christian,1.3800771015453797,0,-1.511880603,Never,1,All Christian
R_2VC6FkGaHPteaWC,0.5,Man,Protestant,NA,Once a week,Very important,Several times a day,No,No,No,No,NA,0,Protestant,Christian,-0.518668697,0.4,-1.159790327,Several times a day,7,All Christian
R_2vc8oEQCQZl48Kl,0.16666666666666666,Man,"Evangelical or ""born again""",NA,Never,Somewhat important,Seldom,NA,NA,NA,NA,NA,0,"Evangelical or ""born again""",Christian,-0.518668697,2.6,0.7767061893278371,Seldom,2,Evangelical Christian
R_2vcfbUIornp5uIS,0.090909091,Something else (Please feel free to say more below.),Agnostic,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,2,Agnostic,Non-religious,1.3800771015453797,1.4,-0.279564638,Never,1,All Participants
R_2VCT3dhDNPt9DGN,2.0833333333333335,Man,Protestant,NA,Never,Very important,Once a day,Yes,No,Yes,Yes,NA,0,Protestant,Christian,-0.518668697,2.6,0.7767061893278371,Once a day,6,All Christian
R_2ve2StDcxoBJ4kM,0.6363636363636365,Man,Atheist,I've never had a sense of spirituality,Never,Not at all important,Seldom,NA,NA,NA,NA,NA,2,Atheist,Non-religious,1.3800771015453797,3,1.1287964650965612,Seldom,2,All Participants
R_2VehKGRE7FZLR4t,1.4545454545454544,Woman,Protestant,NA,More than once a week,Very important,Several times a day,Yes,Yes,Yes,Yes,NA,2,Protestant,Christian,1.3800771015453797,0,-1.511880603,Several times a day,7,All Christian
R_2VF45cEmQj1zTC3,1.4666666666666666,Man,"Protestant,Christian, no specific denomination",no,More than once a week,Very important,Seldom,Yes,Yes,NA,Yes,NA,-1,More than one Christian identity,Christian,-1.468041596,1.8,0.072525638,Seldom,2,All Christian
R_2Vg0RjcchHtss9Z,0.095238095,Man,Atheist,N/A,Never,Not at all important,Never,NA,NA,NA,NA,N/A,0,Atheist,Non-religious,-0.518668697,2.6,0.7767061893278371,Never,1,All Participants
R_2viYqbQYTQMQwde,0,Man,Agnostic,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,2,Agnostic,Non-religious,1.3800771015453797,1.4,-0.279564638,Never,1,All Participants
R_2vjEST6hANfVvSQ,0.7222222222222221,Woman,Agnostic,I was raised Catholic,Never,Not at all important,Seldom,NA,NA,NA,NA,NA,0,Agnostic,Non-religious,-0.518668697,2,0.24857077567475053,Seldom,2,All Participants
R_2vknlhzyChByDPx,1.0909090909090908,Man,Catholic,NA,A few times a year,Very important,A few times a week,Yes,No,Yes,Yes,NA,2,Catholic,Christian,1.3800771015453797,2.2,0.4246159135591128,A few times a week,5,All Christian
R_2vkXY5xl67LRSqr,0.1363636363636364,Man,Nothing in particular,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,0,Nothing in particular,Non-religious,-0.518668697,2.6,0.7767061893278371,Never,1,All Participants
R_2VlOSQie96cM4N1,0.8571428571428571,Man,"Evangelical or ""born again""",NA,Once or twice a month,Not too important,A few times a week,Yes,No,Yes,Yes,NA,2,"Evangelical or ""born again""",Christian,1.3800771015453797,2.2,0.4246159135591128,A few times a week,5,Evangelical Christian
R_2VmCK9SFTZOCLx2,0.2727272727272727,Woman,"Christian, no specific denomination",NA,Never,Not at all important,Several times a day,NA,NA,NA,NA,NA,-1,"Christian, no specific denomination",Christian,-1.468041596,4,2.009022154518372,Several times a day,7,All Christian
R_2VPhCo5cnadQ4pa,0.27777777777777785,Woman,"Christian, no specific denomination",NA,A few times a year,Very important,A few times a week,No,No,Yes,Yes,NA,-1,"Christian, no specific denomination",Christian,-1.468041596,1.4,-0.279564638,A few times a week,5,All Christian
R_2VQFyOyoYa34Y0o,1.0952380952380953,Woman,"Christian, no specific denomination","No, nothing.",Never,Somewhat important,A few times a week,NA,NA,NA,NA,"I didn't grow up in church. As an adult, I went to an Evangelical church regularly for about a year, but then I left. I haven't been back but I do believe in God.",2,"Christian, no specific denomination",Christian,1.3800771015453797,2,0.24857077567475053,A few times a week,5,All Christian
R_2Vr4ZX6sUtNpR01,0.15789473684210525,Woman,"Christian, no specific denomination",NA,Seldom,Not too important,Seldom,NA,NA,NA,NA,NA,1,"Christian, no specific denomination",Christian,0.43070420230895456,2.2,0.4246159135591128,Seldom,2,All Christian
R_2w5d78H8FqJ1bWH,0.045454545,Man,Agnostic,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,0,Agnostic,Non-religious,-0.518668697,4,2.009022154518372,Never,1,All Participants
R_2w5I3Cy6O0brlF4,0.33333333333333337,Woman,Protestant,No,Seldom,Somewhat important,Once a day,NA,NA,NA,NA,No,0,Protestant,Christian,-0.518668697,1.2,-0.455609776,Once a day,6,All Christian
R_2WCHbz5zj323xsE,0.14285714285714288,Man,Agnostic,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,-1,Agnostic,Non-religious,-1.468041596,1.8,0.072525638,Never,1,All Participants
R_2wdfN87k2WR6gQZ,0.10526315789473685,Woman,Spiritual but not religious,NA,Never,Not at all important,A few times a week,NA,NA,NA,NA,NA,1,Spiritual but not religious,New Age / Spiritual,0.43070420230895456,1.8,0.072525638,A few times a week,5,All Participants
R_2wgYprcb3lfbJUD,1.1363636363636362,Woman,"Protestant,Evangelical or ""born again"",Christian, no specific denomination","I've had a lot of different denominations influence me. My mother was raised Lutheran and my dad was raised Catholic. My mom became more religious when I was a toddler. I was baptized in the Reform Church (Calvinism) and attended a Presbyterian Church twice a week,  I moved at age 9 to Georgia where there are more charismatic/evangelical churches. I started attending evangelical church at 12 until 18. Attended Christian College and started deconstructing my faith. I now align mostly with mainline, progressive Protestant denominations (Episcopalian, United Church of Christ)",A few times a year,Somewhat important,A few times a week,NA,NA,NA,Yes,"My mom became more interested in more ""mystical"" types of Christianity when I was a teenager - Joyce Meyer probably being the biggest influence. She has also been interested in Biblical numerology/ messianic Jewish traditions. When I went to college, I met more people who came from denominations or churches were people spoke in tongues or had a much more physical reaction to the Holy Spirit. I would say these things were curious to me, but also sometimes made me uncomfortable. I think in general Pentecostal/charismatic denominations are somewhat looked down on where I grew up, despite them being relatively common.",1,"Evangelical or ""born again""",Christian,0.43070420230895456,1.4,-0.279564638,A few times a week,5,Evangelical Christian
R_2whLJcWIepOQ2RX,0.090909091,Man,Atheist,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,2,Atheist,Non-religious,1.3800771015453797,0,-1.511880603,Never,1,All Participants
R_2whlmmhr6V2xLVc,0,Man,Protestant,NA,Never,Not too important,Seldom,No,No,No,No,NA,1,Protestant,Christian,0.43070420230895456,0.6,-0.98374519,Seldom,2,All Christian
R_2WI5noHTk8YD0kh,0.45454545454545453,Woman,"Evangelical or ""born again""",NA,Never,Somewhat important,Seldom,NA,No,NA,NA,NA,1,"Evangelical or ""born again""",Christian,0.43070420230895456,1.6,-0.1035195,Seldom,2,Evangelical Christian
R_2WNXE4e2n046jWI,0.11111111111111108,Man,"Agnostic,Atheist",I recently (withing last 3 years) have deconverted from Evangelical Christianity and I am now Agnostic/Atheist,Once a week,Somewhat important,Seldom,NA,NA,NA,NA,I attend religious services for my family. I pray to not cause issues for my family but I don't believe what I am saying or that anything is listening.,0,More than one non-religious identity,Non-religious,-0.518668697,1.2,-0.455609776,Seldom,2,All Participants
R_2WO1ptpS6HmYLV1,0.090909091,Man,Atheist,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,2,Atheist,Non-religious,1.3800771015453797,1,-0.631654914,Never,1,All Participants
R_2wQAIAc255ToDpF,0.35294117647058826,Woman,Nothing in particular,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,2,Nothing in particular,Non-religious,1.3800771015453797,2.6,0.7767061893278371,Never,1,All Participants
R_2wS6bsQahYY45sw,0.6666666666666667,Man,Agnostic,looks like to me that 'God' might be either a programmer or the player of a game.....   just saying....,Never,Not at all important,Never,NA,NA,NA,NA,"slowly I really feel like I'm surrounded by pc's (player characters); all their lifes are like a calm river, nothing happens.  coming to the USA 25 years ago from Germany, it felt like coming into a sims game - didn't change yet....  ;-)",2,Agnostic,Non-religious,1.3800771015453797,0.75,-0.851711336,Never,1,All Participants
R_2wsCGmjYQIU3byl,0.05,Man,Protestant,NA,Seldom,Not too important,A few times a month,Yes,No,Yes,Yes,593ae250ef9ed1000141364c,0,Protestant,Christian,-0.518668697,0.2,-1.335835465,A few times a month,3,All Christian
R_2wuiRZA6eY3wjUe,0,Man,Atheist,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,2,Atheist,Non-religious,1.3800771015453797,0.4,-1.159790327,Never,1,All Participants
R_2WuLISekXA9wSTF,0.38095238095238093,Woman,Spiritual but not religious,NA,Never,Not at all important,Seldom,NA,NA,NA,NA,NA,2,Spiritual but not religious,New Age / Spiritual,1.3800771015453797,0,-1.511880603,Seldom,2,All Participants
R_2WVhuIKKQdhsgJe,0.090909091,Something else (Please feel free to say more below.),Atheist,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,-1,Atheist,Non-religious,-1.468041596,3.6,1.656931878749648,Never,1,All Participants
R_2WVJ8NyjMGMNof6,0.8095238095238096,Man,"Christian, no specific denomination",NA,Never,Very important,Once a day,NA,NA,NA,NA,NA,0,"Christian, no specific denomination",Christian,-0.518668697,3.6,1.656931878749648,Once a day,6,All Christian
R_2Ww0E7xd5XCcCZz,1.1176470588235294,Woman,Protestant,NA,Seldom,Somewhat important,Seldom,Yes,Yes,Yes,Yes,NA,1,Protestant,Christian,0.43070420230895456,1,-0.631654914,Seldom,2,All Christian
R_2WwiAtaxYrveIWC,0.045454545,Man,Agnostic,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,0,Agnostic,Non-religious,-0.518668697,1.6,-0.1035195,Never,1,All Participants
R_2WY9LI9ju8TM0qF,0,Woman,Atheist,NA,Seldom,Not at all important,Seldom,NA,NA,NA,NA,NA,0,Atheist,Non-religious,-0.518668697,1.2,-0.455609776,Seldom,2,All Participants
R_2WYmAPYqAeYQtsY,0.090909091,Woman,Atheist,used to be Catholic,Never,Not at all important,Never,NA,NA,NA,NA,NA,1,Atheist,Non-religious,0.43070420230895456,1.6,-0.1035195,Never,1,All Participants
R_2WZRrJ0gE3Yonpt,0,Woman,Atheist,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,2,Atheist,Non-religious,1.3800771015453797,1.4,-0.279564638,Never,1,All Participants
R_2X0BZLgGLjPQkyq,1.9545454545454546,Woman,"Pagan, Wiccan, or other New Age faiths,Spiritual but not religious",NA,Seldom,Not at all important,Several times a day,NA,NA,NA,NA,NA,2,More than one religion/spirituality,More than one religion/spirituality,1.3800771015453797,4,2.009022154518372,Several times a day,7,All Participants
R_2X0WREmNEvmDyLT,0.40909090909090906,Woman,Catholic,NA,Seldom,Somewhat important,A few times a month,Yes,No,Yes,Yes,NA,0,Catholic,Christian,-0.518668697,1.8,0.072525638,A few times a month,3,All Christian
R_2XaCnCkCQ6AvjTu,0,Man,Atheist,n/a,Never,Not at all important,Never,NA,NA,NA,NA,n/a,0,Atheist,Non-religious,-0.518668697,1.8,0.072525638,Never,1,All Participants
R_2XaHcozUsWW35ss,0.090909091,Woman,Spiritual but not religious,NA,Never,Not at all important,A few times a week,NA,NA,NA,NA,NA,0,Spiritual but not religious,New Age / Spiritual,-0.518668697,1.2,-0.455609776,A few times a week,5,All Participants
R_2xAik854o3YEVcT,0.090909091,Man,Protestant,NA,Seldom,Somewhat important,Once a day,Yes,No,No,Yes,NA,1,Protestant,Christian,0.43070420230895456,0.6,-0.98374519,Once a day,6,All Christian
R_2XcA7R6iL3jLPps,1.2727272727272727,Man,"Spiritual but not religious,Agnostic",NA,Never,Not at all important,A few times a month,NA,NA,NA,NA,NA,0,"Evangelical or ""born again""",Christian,-0.518668697,0.4,-1.159790327,A few times a month,3,Evangelical Christian
R_2xDmEBNxElgceJl,0.090909091,Woman,Atheist,NA,A few times a year,Not at all important,Never,NA,NA,NA,NA,NA,0,Atheist,Non-religious,-0.518668697,3.2,1.3048416029809236,Never,1,All Participants
R_2XiBhEIpwee1FEy,0.090909091,Man,Atheist,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,0,Atheist,Non-religious,-0.518668697,0.2,-1.335835465,Never,1,All Participants
R_2XimzwTY00FCeSA,0.22727272727272727,Man,Catholic,NA,A few times a year,Very important,Once a day,NA,NA,Yes,Yes,NA,0,Catholic,Christian,-0.518668697,3,1.1287964650965612,Once a day,6,All Christian
R_2XiXvvloHlhu1l2,0.36363636363636365,Man,Agnostic,NA,Seldom,Not too important,Seldom,NA,NA,NA,NA,NA,0,Agnostic,Non-religious,-0.518668697,2.2,0.4246159135591128,Seldom,2,All Participants
R_2Xj1U7wgYAuC60p,0.4,Man,"Agnostic,Nothing in particular",NA,Never,Not at all important,Seldom,NA,NA,NA,NA,NA,1,More than one non-religious identity,Non-religious,0.43070420230895456,3.5,1.568909309807467,Seldom,2,All Participants
R_2Xj7nHlkLsaCXbH,0,Man,Catholic,NA,Seldom,Somewhat important,Seldom,NA,NA,NA,NA,NA,0,Catholic,Christian,-0.518668697,1,-0.631654914,Seldom,2,All Christian
R_2xJjSxnxifbmvty,0.6818181818181819,Woman,Something else (Please describe below.),NA,Never,Not at all important,Never,NA,NA,NA,NA,I was raised catholic.  I was sent to private cathilic school.  In 7th grade they tried to kick my out because i refused to be confirmed in the catholic religion.  I went on to get kicked out of a private all girls catholic high school.  Ive studied many religions and found them all to have one,2,Something else (Please describe below.),Other,1.3800771015453797,1.6,-0.1035195,Never,1,All Participants
R_2XjkUWDSQdT1SSc,0.3636363636363636,Man,Nothing in particular,NA,Never,Not too important,A few times a month,NA,NA,NA,NA,NA,0,Nothing in particular,Non-religious,-0.518668697,1.4,-0.279564638,A few times a month,3,All Participants
R_2xKxuDOp2zfG4u2,0.6470588235294118,Woman,Spiritual but not religious,NA,Never,Not at all important,Seldom,NA,NA,NA,NA,NA,2,Spiritual but not religious,New Age / Spiritual,1.3800771015453797,0.2,-1.335835465,Seldom,2,All Participants
R_2xLyqVsv8ZPOvm0,0.3499999999999999,Something else (Please feel free to say more below.),"Agnostic,Something else (Please describe below.)",NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,-1,More than one religion/spirituality,More than one religion/spirituality,-1.468041596,4,2.009022154518372,Never,1,All Participants
R_2XnvV7u7Z6Qyxzu,0.19047619047619047,Woman,Protestant,NA,A few times a year,Somewhat important,Once a day,NA,No,NA,Yes,NA,0,Protestant,Christian,-0.518668697,2,0.24857077567475053,Once a day,6,All Christian
R_2XoILcv6vFRvw5y,0.26315789473684215,Woman,"Spiritual but not religious,Something else (Please describe below.)","I wish people would stop lumping Paganism with Wicca, they are not the same. Kind of like both are seafood, but cheap imitation crab with a bunch of added unhealthy ingredients is not genuine crab, to try and use an analogy.",Never,Not at all important,Never,NA,NA,NA,NA,"I grew up with a mother who is from down south. She was made to wear a gris gris as a kid and clearly her family believed in voodoo. My mother claims she found a chicken foot in a jar at my great grandmother's house. My mom threw it away. Shortly afterwards my great grandmother died. I've had some odd, inexplicable things happen to me in my life. My mom also believes spirits can be connected to very strong feelings. I think so too, and I wonder about poltergeists as well. Lastly I'm diagnosed autistic, PTSD and MDD, so I think in general my experiences are going to be different from the average person.",0,More than one religion/spirituality,More than one religion/spirituality,-0.518668697,3.2,1.3048416029809236,Never,1,All Participants
R_2xPClUTCRtuWRRv,0,Woman,Catholic,NA,A few times a year,Somewhat important,A few times a month,No,No,No,No,NA,1,Catholic,Christian,0.43070420230895456,0,-1.511880603,A few times a month,3,All Christian
R_2xRiIzBgMkn1Qpa,0.18181818181818182,Man,Atheist,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,-2,Atheist,Non-religious,-2.417414495,2.2,0.4246159135591128,Never,1,All Participants
R_2xSkzEFDwtQHwGq,2.0454545454545454,Woman,Catholic,NA,Once a week,Very important,Once a day,Yes,Yes,Yes,Yes,NA,0,Catholic,Christian,-0.518668697,0.75,-0.851711336,Once a day,6,All Christian
R_2xV76xSu09X2hTO,0.2272727272727273,Woman,Atheist,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,2,Atheist,Non-religious,1.3800771015453797,3.4,1.4808867408652855,Never,1,All Participants
R_2xW2od5wdxJREch,0.5909090909090909,Man,"Christian, no specific denomination",NA,Once or twice a month,Somewhat important,A few times a week,Yes,Yes,Yes,Yes,NA,0,"Christian, no specific denomination",Christian,-0.518668697,0,-1.511880603,A few times a week,5,All Christian
R_2xwJd2RLB18J6dc,1.1363636363636362,Man,Protestant,NA,A few times a year,Very important,Several times a day,Yes,No,Yes,Yes,NA,1,Protestant,Christian,0.43070420230895456,1.8,0.072525638,Several times a day,7,All Christian
R_2y1IZm0oEXFMxSc,1.1363636363636362,Man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Other,-0.518668697,2.4,0.6006610514434747,NA,NA,All Participants
R_2y28cVffcQ4ZfPb,0.047619048,Woman,Nothing in particular,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,2,Nothing in particular,Non-religious,1.3800771015453797,1.6,-0.1035195,Never,1,All Participants
R_2Y2ETbDowgpKKxr,0.090909091,Man,Agnostic,NA,Never,Not at all important,Seldom,NA,NA,NA,NA,NA,1,Agnostic,Non-religious,0.43070420230895456,1.6,-0.1035195,Seldom,2,All Participants
R_2y3pHWo70jSD3yn,0.1428571428571429,Something else (Please feel free to say more below.),Agnostic,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,1,Agnostic,Non-religious,0.43070420230895456,3.8,1.8329770166340096,Never,1,All Participants
R_2Y5lWSiyrCaYeml,0.045454545,Man,Atheist,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,0,Atheist,Non-religious,-0.518668697,2.2,0.4246159135591128,Never,1,All Participants
R_2y7oON77nOXqVSS,0.090909091,Man,Atheist,NA,Never,Not at all important,Never,NA,NA,NA,NA,NA,NA,Atheist,Non-religious,NA,0.2,-1.335835465,Never,1,All Participants
R_2y7P9UGvAbMO6IS,0.8636363636363636,Man,Protestant,NA,Once or twice a month,Somewhat important,Several times a day,Yes,No,No,No,NA,0,Protestant,Christian,-0.518668697,3.4,1.4808867408652855,Several times a day,7,All Christian
R_2y8wNA3xMKHE9pf,0.3529411764705882,Woman,Protestant,NA,A few times a year,Not too important,Seldom,NA,No,Yes,Yes,NA,1,Protestant,Christian,0.43070420230895456,2.8,0.952751327,Seldom,2,All Christian
